id,age,job,marital,education,housing,loan_alive
107150,50,technician,married,secondary,yes,no
107149,51,services,married,unknown,yes,no
128105,40,admin.,divorced,secondary,no,no
101333,34,blue-collar,single,secondary,yes,no
104752,55,blue-collar,married,primary,yes,no
104751,38,unknown,married,unknown,yes,no
138511,51,technician,married,secondary,yes,no
112187,42,technician,married,secondary,no,no
141312,33,technician,single,tertiary,no,no
143896,34,services,divorced,secondary,no,no
133288,24,blue-collar,married,secondary,yes,no
123472,34,self-employed,married,tertiary,no,no
123471,44,technician,married,secondary,no,yes
121619,42,technician,divorced,secondary,no,no
104859,36,management,married,secondary,yes,no
137817,52,management,divorced,tertiary,yes,no
102627,31,technician,married,secondary,yes,no
102628,48,management,married,tertiary,yes,no
126526,33,technician,single,tertiary,no,no
132372,35,technician,married,secondary,yes,no
132371,50,services,married,secondary,yes,no
122019,44,management,married,tertiary,no,no
122020,44,management,married,tertiary,yes,no
131974,43,blue-collar,married,primary,yes,no
123498,32,management,single,tertiary,no,no
110596,53,technician,married,tertiary,no,yes
102367,40,services,married,secondary,yes,yes
138143,60,retired,divorced,secondary,yes,no
116043,41,technician,single,tertiary,no,no
123847,33,technician,married,tertiary,yes,no
140732,55,entrepreneur,divorced,secondary,yes,no
117216,43,services,divorced,secondary,yes,no
129891,26,student,single,secondary,no,no
134106,35,management,single,tertiary,no,no
103929,56,entrepreneur,married,tertiary,yes,no
143181,31,admin.,single,tertiary,no,no
123106,49,self-employed,married,secondary,no,no
113819,38,blue-collar,single,primary,no,no
130944,28,admin.,single,tertiary,yes,no
131574,54,management,married,secondary,no,no
140122,20,admin.,single,secondary,no,yes
134461,47,self-employed,married,primary,no,no
115935,60,retired,single,secondary,no,yes
111281,39,blue-collar,single,secondary,no,no
117770,53,technician,married,secondary,no,no
128824,38,blue-collar,married,secondary,no,no
134514,30,blue-collar,single,secondary,yes,no
108108,38,blue-collar,married,secondary,yes,no
142841,56,services,married,secondary,no,no
142842,76,retired,married,secondary,no,no
138609,31,housemaid,divorced,primary,yes,no
102613,38,admin.,single,unknown,yes,no
107582,39,self-employed,married,tertiary,yes,no
107104,50,blue-collar,married,primary,yes,no
103326,53,admin.,single,secondary,yes,no
110703,47,blue-collar,married,primary,no,no
110704,42,housemaid,married,unknown,no,no
142690,35,blue-collar,single,tertiary,no,no
105983,58,blue-collar,married,secondary,yes,no
141802,35,self-employed,married,tertiary,yes,yes
105989,37,blue-collar,married,primary,yes,no
104991,42,technician,divorced,secondary,yes,no
142034,30,admin.,single,secondary,yes,no
128011,42,management,married,tertiary,yes,yes
128012,50,management,married,primary,no,no
128205,54,admin.,married,secondary,yes,no
129641,44,entrepreneur,married,tertiary,no,no
135738,27,self-employed,single,secondary,yes,no
137312,37,housemaid,divorced,secondary,yes,no
143483,36,blue-collar,married,primary,no,no
143484,39,technician,married,secondary,no,yes
128639,39,blue-collar,divorced,secondary,no,no
106388,28,management,single,tertiary,yes,no
126524,31,housemaid,married,secondary,no,yes
126523,48,entrepreneur,married,primary,no,no
107999,39,management,married,tertiary,yes,no
108000,53,blue-collar,married,primary,yes,no
124035,46,management,married,tertiary,yes,no
124036,53,entrepreneur,married,secondary,no,no
110459,30,management,single,tertiary,yes,no
110207,42,blue-collar,married,unknown,no,no
118693,44,blue-collar,married,primary,no,no
107519,44,technician,married,secondary,yes,no
107520,40,blue-collar,married,primary,yes,no
115683,49,management,married,tertiary,no,yes
107334,41,blue-collar,married,secondary,no,no
107333,42,management,married,tertiary,yes,no
118299,28,management,single,tertiary,yes,no
127803,46,management,married,tertiary,no,no
137030,46,blue-collar,married,primary,no,no
109175,45,blue-collar,single,secondary,no,no
141961,39,technician,married,secondary,yes,no
141962,57,management,married,primary,no,no
128739,58,entrepreneur,married,tertiary,no,yes
122881,38,technician,married,secondary,no,no
122882,32,technician,married,secondary,no,yes
118228,39,blue-collar,married,secondary,no,no
118227,30,management,married,tertiary,yes,no
130246,31,technician,single,tertiary,no,no
122627,44,housemaid,married,primary,no,no
122628,41,housemaid,married,primary,no,no
145053,49,blue-collar,married,secondary,no,no
126449,35,blue-collar,married,secondary,no,no
126450,32,blue-collar,married,secondary,yes,no
109015,42,admin.,married,secondary,yes,no
109016,57,management,married,tertiary,no,no
124016,50,admin.,married,tertiary,no,no
124015,49,management,married,tertiary,no,no
141330,28,management,single,tertiary,yes,no
124801,41,technician,married,secondary,yes,no
124802,58,management,married,tertiary,yes,no
107078,46,blue-collar,divorced,primary,yes,yes
123592,59,retired,married,secondary,no,no
123591,44,technician,married,secondary,no,no
123867,58,services,married,secondary,no,no
116036,49,blue-collar,married,primary,no,yes
116035,33,admin.,married,secondary,yes,no
129656,28,technician,single,secondary,no,no
133036,35,entrepreneur,single,tertiary,yes,no
122680,43,technician,married,secondary,no,no
122679,58,blue-collar,married,unknown,no,no
105517,53,self-employed,married,secondary,yes,yes
105518,54,blue-collar,married,primary,yes,no
136699,48,admin.,divorced,secondary,yes,no
138417,34,management,married,secondary,yes,no
103476,42,management,divorced,tertiary,no,no
109651,37,services,married,secondary,yes,no
141335,29,unemployed,single,tertiary,no,no
107410,35,blue-collar,married,secondary,yes,no
107409,33,blue-collar,married,primary,yes,no
134848,48,entrepreneur,single,secondary,yes,no
136297,32,self-employed,single,secondary,yes,no
126576,57,services,married,secondary,yes,no
126575,36,management,married,secondary,no,no
137392,35,services,married,secondary,yes,no
139018,28,admin.,single,secondary,yes,yes
127342,57,technician,married,secondary,yes,no
127341,57,admin.,married,secondary,no,no
112558,33,services,single,secondary,no,yes
138097,29,blue-collar,single,secondary,yes,no
135149,29,services,divorced,secondary,yes,no
139255,29,management,divorced,tertiary,yes,no
121272,56,services,married,secondary,no,no
140201,31,technician,single,tertiary,no,no
140565,19,student,single,primary,no,no
117456,50,admin.,single,secondary,no,no
123244,36,management,single,tertiary,no,no
117480,44,blue-collar,married,secondary,no,no
117479,50,admin.,married,secondary,no,yes
109573,53,retired,married,secondary,no,no
109574,45,technician,married,tertiary,yes,no
136933,44,admin.,single,secondary,yes,yes
128092,28,management,single,tertiary,no,no
134247,32,student,single,tertiary,no,no
140932,50,admin.,married,secondary,yes,no
127934,29,unknown,single,secondary,no,no
101717,44,management,married,tertiary,yes,no
115853,38,services,married,secondary,yes,no
115854,57,retired,married,primary,no,yes
121533,39,technician,single,tertiary,no,no
121629,51,admin.,married,secondary,no,no
115095,39,technician,married,secondary,yes,no
115096,28,blue-collar,married,secondary,no,yes
103901,30,admin.,married,secondary,yes,no
143126,53,admin.,married,tertiary,yes,no
135559,33,technician,divorced,tertiary,no,no
118420,41,blue-collar,married,primary,no,no
105413,35,blue-collar,married,unknown,yes,no
115434,49,management,divorced,tertiary,no,no
108946,27,services,single,secondary,yes,no
109885,35,admin.,married,secondary,yes,yes
109886,52,admin.,married,secondary,yes,no
124178,35,unemployed,single,secondary,yes,no
112073,35,management,married,tertiary,yes,no
112074,44,blue-collar,married,primary,yes,no
123768,41,technician,divorced,secondary,no,no
138367,60,blue-collar,married,primary,yes,no
135488,43,management,married,tertiary,yes,no
139360,38,services,divorced,secondary,yes,no
139544,52,unemployed,married,secondary,no,no
109011,51,unknown,divorced,unknown,no,no
120025,59,retired,married,secondary,no,yes
102870,45,entrepreneur,married,primary,yes,no
102869,46,admin.,married,secondary,yes,yes
110965,57,entrepreneur,married,secondary,no,no
110966,57,services,married,secondary,yes,no
113517,54,management,married,primary,no,yes
125334,51,management,married,tertiary,yes,no
134846,32,technician,single,secondary,yes,no
113936,28,blue-collar,single,secondary,yes,no
130979,49,housemaid,divorced,secondary,no,no
141857,34,services,single,tertiary,no,no
133061,33,blue-collar,married,primary,yes,no
102556,29,blue-collar,divorced,unknown,yes,no
105630,36,admin.,married,secondary,yes,no
107495,30,blue-collar,single,secondary,yes,no
142721,30,technician,single,secondary,no,no
123953,45,blue-collar,married,primary,yes,no
123954,41,admin.,married,secondary,no,no
136834,29,student,single,secondary,yes,no
125047,49,self-employed,married,tertiary,no,no
125048,44,technician,married,secondary,no,no
131279,57,management,married,tertiary,no,no
128758,49,admin.,single,secondary,yes,no
134323,45,blue-collar,married,primary,yes,no
134324,32,blue-collar,married,secondary,no,no
117008,59,retired,married,secondary,yes,no
117007,54,housemaid,married,secondary,yes,yes
139884,56,services,divorced,secondary,no,no
107866,57,technician,married,secondary,yes,no
100717,53,retired,married,secondary,yes,no
100718,39,blue-collar,married,secondary,yes,no
121504,37,management,married,tertiary,no,no
121503,60,retired,married,tertiary,no,no
131322,32,entrepreneur,single,tertiary,yes,no
136640,43,blue-collar,married,primary,yes,no
127781,33,blue-collar,married,secondary,yes,yes
103392,26,technician,single,tertiary,yes,no
135828,41,technician,divorced,secondary,yes,yes
101763,32,blue-collar,single,secondary,no,no
135617,28,services,single,secondary,yes,no
139547,32,services,single,secondary,yes,no
131392,53,management,divorced,tertiary,no,no
135569,48,management,married,tertiary,no,no
119257,56,services,married,secondary,no,no
119258,41,technician,married,tertiary,no,no
127808,29,admin.,single,secondary,no,no
134634,44,blue-collar,married,secondary,no,no
141287,70,retired,married,secondary,no,no
112986,53,blue-collar,married,primary,no,no
130770,58,services,married,secondary,no,yes
141156,56,housemaid,divorced,secondary,no,no
103228,44,management,married,tertiary,yes,no
140518,25,services,divorced,secondary,no,no
128773,60,admin.,married,secondary,no,yes
128774,46,technician,married,secondary,yes,no
112129,58,blue-collar,married,unknown,no,no
112130,42,management,married,tertiary,yes,no
118046,59,retired,married,secondary,no,no
118045,44,admin.,married,secondary,no,no
111167,42,housemaid,married,secondary,no,no
111168,36,blue-collar,married,secondary,yes,no
142820,29,technician,married,secondary,yes,no
102873,47,blue-collar,married,secondary,no,no
102874,49,blue-collar,married,secondary,yes,yes
108041,35,housemaid,single,tertiary,yes,yes
138822,24,technician,single,secondary,yes,no
144100,28,management,single,tertiary,yes,no
112745,45,management,married,tertiary,yes,yes
133889,51,housemaid,married,primary,yes,yes
141894,60,management,married,secondary,no,no
141893,28,admin.,married,secondary,yes,no
115277,33,admin.,single,secondary,no,no
112631,40,blue-collar,married,primary,yes,no
112632,29,services,married,primary,no,no
131474,27,management,single,tertiary,yes,no
113612,34,services,single,secondary,no,yes
111180,44,blue-collar,married,primary,no,no
105324,31,admin.,single,tertiary,yes,yes
110377,39,blue-collar,married,primary,yes,no
144989,27,unemployed,single,primary,no,no
131496,34,blue-collar,single,secondary,no,no
120057,34,technician,single,tertiary,no,no
112940,25,blue-collar,married,primary,no,no
120356,47,retired,married,secondary,yes,no
120355,59,technician,married,secondary,no,no
109475,51,self-employed,married,primary,no,no
144081,65,retired,divorced,secondary,no,no
127050,31,management,single,tertiary,no,no
137046,33,management,divorced,tertiary,yes,yes
102404,30,blue-collar,married,secondary,yes,no
128745,45,admin.,divorced,secondary,no,no
125564,30,services,single,primary,yes,yes
122605,33,management,single,tertiary,no,no
125689,33,management,married,tertiary,yes,yes
125690,32,technician,married,secondary,no,no
108678,37,blue-collar,single,secondary,yes,no
133830,44,management,married,tertiary,no,no
138543,31,technician,married,secondary,no,no
119108,32,technician,single,tertiary,no,no
142897,76,retired,married,tertiary,no,no
105913,35,technician,married,secondary,yes,no
105914,43,blue-collar,married,primary,yes,no
117390,37,services,married,secondary,yes,no
130754,55,blue-collar,married,secondary,no,no
121606,56,management,married,tertiary,no,no
121605,58,admin.,married,primary,no,no
129504,26,management,single,tertiary,no,no
129377,28,unemployed,married,primary,yes,no
129378,40,technician,divorced,secondary,no,no
144547,44,technician,divorced,secondary,yes,no
140434,30,blue-collar,married,primary,yes,yes
140433,33,technician,married,secondary,yes,yes
106577,29,management,married,tertiary,yes,no
106578,32,management,married,secondary,yes,no
104147,45,entrepreneur,married,tertiary,yes,no
108069,35,blue-collar,married,secondary,yes,yes
112360,32,admin.,divorced,secondary,no,yes
112280,53,blue-collar,married,secondary,no,no
112279,53,housemaid,married,primary,no,no
100021,28,blue-collar,married,secondary,yes,yes
100022,56,management,married,tertiary,yes,no
116449,44,services,married,secondary,yes,no
116450,56,retired,married,tertiary,no,no
110082,38,blue-collar,divorced,secondary,yes,no
107364,30,admin.,married,secondary,yes,no
107363,33,technician,married,tertiary,yes,no
103975,45,self-employed,married,secondary,yes,no
136284,32,blue-collar,divorced,secondary,yes,yes
127941,36,technician,single,secondary,yes,no
112607,42,management,single,tertiary,yes,no
136037,60,admin.,married,secondary,yes,no
139444,32,technician,single,secondary,no,no
129082,38,technician,married,secondary,no,no
129081,53,management,married,secondary,yes,no
123686,39,technician,single,tertiary,yes,no
138696,50,self-employed,married,secondary,yes,yes
139745,51,management,married,tertiary,no,no
100369,38,admin.,divorced,tertiary,yes,no
142605,55,admin.,married,secondary,no,no
142606,33,management,married,tertiary,yes,no
106428,44,blue-collar,divorced,secondary,yes,no
114723,37,blue-collar,married,primary,no,yes
134622,31,admin.,married,secondary,yes,no
109378,51,management,married,tertiary,no,yes
130571,54,self-employed,married,tertiary,no,no
108520,36,technician,divorced,tertiary,yes,no
110286,55,blue-collar,married,secondary,no,no
110285,39,management,married,unknown,no,no
145042,29,management,single,tertiary,yes,no
133405,39,services,married,secondary,yes,no
104454,39,services,married,secondary,yes,no
104453,30,blue-collar,married,secondary,yes,no
143486,62,retired,married,primary,yes,no
115771,59,management,married,tertiary,yes,no
115772,34,services,married,secondary,yes,yes
139329,26,blue-collar,single,secondary,yes,no
109603,48,services,divorced,primary,no,no
112322,32,admin.,single,tertiary,yes,yes
142615,65,management,married,tertiary,no,no
124529,43,blue-collar,divorced,secondary,no,no
124530,37,blue-collar,married,secondary,yes,no
125581,30,blue-collar,divorced,secondary,yes,no
130656,26,services,single,secondary,yes,yes
102265,47,self-employed,divorced,secondary,yes,no
101426,46,blue-collar,married,primary,yes,no
139479,28,management,single,tertiary,no,no
105666,40,blue-collar,divorced,secondary,no,yes
134746,35,management,married,tertiary,yes,yes
134745,54,management,married,primary,yes,yes
119519,49,technician,married,secondary,yes,yes
119520,31,management,married,tertiary,no,no
144563,28,admin.,single,secondary,no,no
131634,38,technician,single,secondary,yes,no
112112,50,retired,divorced,secondary,no,no
140666,65,retired,married,secondary,no,no
140665,46,admin.,married,secondary,no,no
106176,27,admin.,single,secondary,yes,no
120733,52,management,married,secondary,yes,no
120734,51,admin.,married,secondary,no,yes
138142,28,blue-collar,married,secondary,yes,no
142065,47,management,married,tertiary,no,no
142066,36,technician,married,tertiary,no,no
113709,49,entrepreneur,married,secondary,no,yes
113710,52,admin.,married,secondary,no,no
104624,31,student,single,tertiary,yes,no
121209,35,management,single,tertiary,no,no
138433,29,management,single,tertiary,yes,no
134926,32,blue-collar,single,secondary,yes,no
144615,52,self-employed,married,tertiary,no,no
110248,36,admin.,divorced,secondary,no,no
128544,34,technician,married,tertiary,yes,no
116108,51,management,divorced,tertiary,no,yes
130915,38,management,married,secondary,no,no
130916,36,self-employed,married,secondary,yes,no
127877,50,blue-collar,single,tertiary,no,no
124487,42,entrepreneur,married,tertiary,no,no
124488,38,management,married,secondary,yes,yes
145029,60,retired,divorced,secondary,no,no
140057,42,admin.,single,secondary,no,no
144272,33,management,single,tertiary,no,no
103742,49,technician,married,secondary,yes,no
103741,44,entrepreneur,married,tertiary,yes,no
104262,35,technician,married,unknown,yes,no
104261,60,technician,married,unknown,yes,no
103795,25,blue-collar,married,secondary,yes,no
101039,32,technician,married,secondary,no,no
100821,58,services,divorced,secondary,yes,yes
137316,43,management,divorced,secondary,yes,yes
116107,54,management,married,tertiary,yes,no
113418,45,blue-collar,divorced,primary,yes,no
117778,31,admin.,married,secondary,yes,no
117777,56,housemaid,married,secondary,no,no
142881,55,admin.,married,secondary,no,no
142882,77,retired,married,secondary,no,no
100787,32,technician,divorced,secondary,yes,yes
116099,50,blue-collar,married,secondary,no,yes
116100,60,retired,married,secondary,no,yes
129119,37,management,married,tertiary,no,yes
134464,46,admin.,single,tertiary,yes,no
128201,59,technician,divorced,secondary,no,yes
140484,33,management,single,tertiary,yes,yes
137587,33,admin.,single,secondary,yes,yes
111569,59,housemaid,married,primary,no,no
117912,36,unemployed,single,unknown,no,no
106936,57,admin.,married,secondary,no,no
135071,37,technician,married,secondary,yes,yes
124399,31,management,married,tertiary,no,no
124400,47,management,married,tertiary,yes,no
126922,50,management,divorced,tertiary,yes,no
116138,28,technician,single,tertiary,no,yes
121705,35,management,married,tertiary,no,no
121706,33,technician,married,secondary,no,no
141093,39,technician,married,tertiary,yes,no
141094,35,technician,married,secondary,yes,yes
118185,51,services,married,secondary,no,yes
119553,35,management,married,secondary,no,yes
138826,29,blue-collar,married,secondary,yes,no
134281,41,blue-collar,married,secondary,yes,no
132060,40,technician,single,tertiary,no,no
104141,48,blue-collar,married,primary,yes,no
103021,50,blue-collar,married,secondary,yes,no
103022,44,blue-collar,married,primary,yes,no
101353,42,blue-collar,married,secondary,no,no
101354,40,blue-collar,married,primary,yes,yes
144952,48,services,divorced,unknown,no,no
110511,36,blue-collar,married,primary,yes,yes
138223,35,self-employed,married,primary,yes,no
138224,46,self-employed,married,secondary,yes,yes
104039,31,self-employed,single,secondary,yes,no
113492,46,self-employed,married,tertiary,no,no
113491,48,technician,married,secondary,yes,yes
105101,34,blue-collar,single,secondary,yes,yes
122471,36,technician,married,secondary,no,no
141946,27,blue-collar,single,secondary,no,no
105077,33,management,married,tertiary,yes,no
122091,38,technician,married,secondary,no,no
122092,40,management,married,tertiary,no,no
127325,30,self-employed,married,secondary,yes,no
128218,41,admin.,single,secondary,yes,no
102780,53,technician,divorced,primary,yes,no
106471,36,blue-collar,married,secondary,yes,no
104148,28,blue-collar,single,secondary,no,no
123486,34,unemployed,married,tertiary,no,no
120049,51,blue-collar,married,primary,no,no
120050,47,housemaid,married,secondary,no,no
114332,36,management,married,tertiary,yes,yes
106928,26,blue-collar,single,secondary,yes,no
137898,41,blue-collar,married,secondary,yes,yes
143958,50,admin.,married,secondary,yes,no
118822,50,unemployed,married,secondary,yes,no
110860,53,housemaid,married,secondary,no,no
115665,60,retired,divorced,tertiary,no,no
129989,43,technician,married,secondary,no,no
129990,33,blue-collar,married,secondary,yes,yes
125051,41,blue-collar,married,secondary,no,no
120870,50,management,married,tertiary,no,no
110197,32,management,single,tertiary,yes,yes
135017,37,management,divorced,tertiary,yes,no
143933,27,management,single,tertiary,no,no
145197,25,student,single,secondary,no,no
101931,31,management,single,tertiary,yes,no
113547,39,blue-collar,married,secondary,yes,yes
137232,54,blue-collar,single,primary,yes,no
115224,26,student,single,tertiary,no,yes
115951,42,housemaid,divorced,secondary,yes,no
115859,34,services,single,secondary,no,no
133544,38,management,married,tertiary,yes,no
133543,28,technician,married,tertiary,yes,no
109904,52,housemaid,married,primary,no,no
109903,52,retired,married,primary,no,no
134280,36,self-employed,married,secondary,yes,yes
134279,41,blue-collar,married,secondary,yes,no
122769,47,services,married,secondary,no,no
126816,56,blue-collar,divorced,primary,no,no
138338,28,blue-collar,married,secondary,yes,no
136509,39,blue-collar,divorced,secondary,yes,no
114726,37,technician,married,secondary,yes,no
130971,27,unemployed,single,primary,no,no
134904,42,management,married,primary,yes,yes
134903,44,blue-collar,married,primary,yes,no
107952,54,blue-collar,married,secondary,yes,yes
113348,59,admin.,married,secondary,no,yes
113347,59,retired,married,primary,no,no
140566,39,services,married,secondary,yes,no
142195,67,management,married,tertiary,no,no
142196,33,management,married,tertiary,yes,no
123172,50,housemaid,married,primary,no,no
130288,56,management,married,tertiary,yes,no
130287,55,retired,married,secondary,yes,no
102097,32,management,single,tertiary,no,no
144812,39,admin.,divorced,secondary,no,no
143481,59,technician,married,secondary,no,no
134886,34,management,divorced,tertiary,yes,no
118471,45,blue-collar,married,primary,yes,yes
118472,47,management,married,tertiary,no,no
107511,25,blue-collar,married,primary,yes,no
107512,46,entrepreneur,married,primary,yes,no
116912,27,technician,single,secondary,no,yes
128127,32,management,single,tertiary,no,no
129923,42,management,married,tertiary,yes,no
129924,30,blue-collar,married,secondary,yes,yes
116062,28,blue-collar,married,primary,yes,no
137790,23,blue-collar,single,secondary,yes,no
100867,49,blue-collar,married,primary,yes,no
114037,54,management,married,tertiary,no,no
104994,28,admin.,married,secondary,yes,yes
104993,32,management,married,secondary,yes,yes
119428,42,management,married,tertiary,no,no
119427,32,technician,married,secondary,no,no
131649,33,blue-collar,married,secondary,yes,no
131650,33,admin.,married,secondary,yes,no
103825,36,blue-collar,married,secondary,yes,no
111083,44,blue-collar,married,primary,no,no
111084,44,blue-collar,married,secondary,no,no
121450,48,technician,married,tertiary,no,no
141645,50,technician,divorced,secondary,no,no
142044,51,self-employed,single,secondary,no,no
106401,30,technician,single,tertiary,yes,no
118010,45,admin.,divorced,unknown,yes,no
106128,33,technician,divorced,secondary,yes,no
126953,54,unemployed,married,primary,no,no
133749,45,admin.,divorced,primary,yes,no
143590,28,technician,single,secondary,no,no
111465,51,management,married,secondary,no,no
110123,37,services,divorced,secondary,yes,no
113834,27,blue-collar,single,secondary,no,no
144514,24,student,single,secondary,no,no
100657,41,services,married,unknown,no,no
100658,40,blue-collar,married,primary,yes,yes
103835,24,technician,single,secondary,yes,no
107126,43,technician,married,secondary,yes,yes
107125,31,blue-collar,married,secondary,yes,yes
145106,36,technician,married,secondary,no,no
145105,73,retired,married,primary,no,no
105912,34,unemployed,single,secondary,yes,no
110507,35,services,married,secondary,yes,no
110508,57,blue-collar,married,primary,no,no
107489,46,technician,married,secondary,yes,yes
107490,32,blue-collar,married,secondary,no,no
131266,45,admin.,divorced,secondary,yes,no
114207,25,admin.,single,secondary,no,yes
109796,58,retired,married,secondary,no,no
109795,41,housemaid,married,primary,no,no
126788,53,self-employed,divorced,tertiary,no,no
119902,33,technician,single,tertiary,no,no
134442,25,admin.,single,secondary,yes,no
134120,44,blue-collar,married,secondary,no,no
134119,39,housemaid,married,tertiary,no,no
126561,32,management,single,tertiary,yes,no
124059,44,technician,single,secondary,no,no
112987,40,blue-collar,married,primary,no,yes
112988,43,entrepreneur,married,secondary,yes,no
101358,43,blue-collar,married,primary,yes,no
101357,27,services,married,primary,yes,no
138336,29,technician,single,secondary,yes,no
135477,27,student,single,secondary,no,no
107154,48,management,married,tertiary,no,no
138358,24,self-employed,single,tertiary,yes,no
119779,45,blue-collar,married,secondary,no,no
106516,25,technician,divorced,tertiary,no,yes
134301,31,management,married,tertiary,yes,no
134302,33,management,married,tertiary,no,no
108610,57,technician,divorced,secondary,yes,no
119400,50,technician,married,secondary,yes,no
119399,46,technician,married,secondary,yes,no
135895,46,blue-collar,married,secondary,yes,no
132830,46,management,single,tertiary,yes,no
129740,30,student,single,secondary,no,no
122161,34,management,single,tertiary,no,no
133774,52,management,married,secondary,no,no
129763,38,admin.,divorced,secondary,yes,no
114981,31,management,married,tertiary,yes,no
114982,37,admin.,married,secondary,yes,no
143985,37,admin.,divorced,secondary,yes,yes
124413,40,technician,married,secondary,yes,no
124414,45,management,divorced,tertiary,yes,no
142463,79,retired,married,secondary,no,no
142464,71,retired,married,secondary,no,no
108411,28,blue-collar,married,secondary,yes,yes
108412,42,technician,married,secondary,yes,no
115840,27,management,married,tertiary,yes,no
135622,40,admin.,divorced,unknown,yes,no
135062,44,technician,married,unknown,yes,yes
135061,37,technician,married,secondary,yes,no
129380,37,admin.,married,secondary,no,no
129379,35,management,married,tertiary,no,no
124799,44,technician,married,secondary,no,yes
137193,51,blue-collar,married,primary,yes,no
109118,54,entrepreneur,married,tertiary,no,no
123273,38,technician,divorced,secondary,no,yes
101478,33,technician,married,unknown,no,no
106726,26,technician,married,secondary,yes,no
106725,29,management,married,tertiary,yes,no
108505,30,services,married,secondary,yes,yes
109607,37,blue-collar,married,secondary,yes,yes
130099,27,blue-collar,married,secondary,yes,no
130100,50,unemployed,married,secondary,yes,no
138725,33,blue-collar,single,primary,yes,no
137487,35,housemaid,single,secondary,yes,yes
109139,58,admin.,married,unknown,no,no
109140,46,blue-collar,married,primary,yes,no
106925,31,management,single,tertiary,yes,no
112752,40,admin.,married,secondary,yes,yes
112751,46,unknown,married,unknown,no,no
133269,39,services,married,secondary,yes,yes
114123,41,technician,married,tertiary,yes,no
133270,35,blue-collar,married,primary,yes,no
114124,32,admin.,married,tertiary,yes,yes
125671,32,technician,married,secondary,no,no
132625,22,blue-collar,single,secondary,yes,no
132481,32,management,single,tertiary,yes,no
128945,35,management,married,tertiary,no,no
133866,41,management,married,tertiary,no,no
144088,60,technician,married,secondary,no,no
144087,30,management,married,tertiary,yes,no
133180,56,admin.,married,secondary,no,no
128128,30,management,married,tertiary,no,no
122660,52,services,married,secondary,no,yes
117230,38,management,single,tertiary,yes,no
123035,30,technician,single,secondary,no,yes
106620,29,management,married,tertiary,no,no
105272,37,blue-collar,married,primary,yes,no
100264,42,management,divorced,tertiary,yes,no
102844,42,management,married,tertiary,no,no
102843,53,technician,married,secondary,yes,no
119277,39,management,divorced,tertiary,yes,yes
106421,29,management,single,secondary,yes,yes
124985,51,technician,married,tertiary,no,no
136307,39,technician,married,secondary,yes,no
136308,49,blue-collar,married,secondary,yes,no
141566,28,management,married,secondary,yes,no
109677,60,management,married,primary,no,no
109678,31,services,married,secondary,yes,no
128951,40,management,married,tertiary,yes,yes
128952,45,blue-collar,married,secondary,yes,no
130374,54,services,married,unknown,yes,no
107543,33,management,single,tertiary,yes,no
116532,53,technician,married,secondary,yes,no
138088,52,management,married,tertiary,no,no
138087,29,blue-collar,married,secondary,yes,yes
111360,44,admin.,single,secondary,no,no
115341,43,management,married,tertiary,no,no
115342,47,admin.,married,secondary,no,yes
135377,34,entrepreneur,married,secondary,yes,no
135378,47,services,married,secondary,yes,no
136163,47,blue-collar,married,secondary,yes,no
117561,47,housemaid,divorced,primary,no,no
108048,33,technician,single,secondary,yes,yes
106330,31,blue-collar,single,secondary,yes,yes
110432,52,housemaid,married,primary,no,yes
139720,28,management,married,tertiary,yes,no
120097,46,technician,married,secondary,no,no
120098,34,technician,married,secondary,no,no
143383,31,management,single,tertiary,no,no
100355,59,unknown,divorced,unknown,no,no
112348,28,admin.,single,secondary,no,yes
143130,78,retired,divorced,secondary,no,no
144609,57,retired,married,tertiary,no,no
144610,36,management,married,tertiary,no,no
133171,27,student,single,secondary,yes,no
144212,19,student,single,secondary,no,no
138448,30,services,single,tertiary,yes,yes
102518,44,admin.,married,secondary,yes,no
129700,40,management,divorced,tertiary,yes,no
117211,34,admin.,single,secondary,yes,no
123714,40,technician,married,secondary,no,no
123713,52,blue-collar,married,primary,yes,yes
139324,22,services,single,secondary,yes,no
140825,42,technician,married,secondary,yes,no
106065,33,management,married,tertiary,yes,no
138248,47,services,married,secondary,yes,no
137891,34,blue-collar,married,primary,yes,no
104426,35,blue-collar,married,secondary,yes,no
104425,40,technician,married,secondary,no,no
142634,49,management,married,tertiary,yes,yes
104603,34,blue-collar,married,primary,yes,no
104604,32,blue-collar,married,secondary,yes,yes
105239,33,blue-collar,married,secondary,yes,yes
105240,31,blue-collar,married,secondary,yes,no
118197,30,management,single,secondary,no,yes
120797,49,blue-collar,married,primary,no,no
104639,33,management,single,secondary,no,no
113801,30,technician,single,tertiary,yes,yes
138661,26,student,single,secondary,yes,no
116726,53,management,married,tertiary,yes,no
108437,58,retired,married,secondary,yes,no
108438,45,blue-collar,married,secondary,yes,yes
102284,29,blue-collar,single,secondary,no,no
139510,33,management,married,secondary,no,no
122688,48,management,single,tertiary,no,no
130022,42,technician,married,secondary,no,no
113185,35,entrepreneur,single,tertiary,no,yes
113116,26,services,single,secondary,no,yes
113280,58,management,married,tertiary,no,yes
130435,40,admin.,married,secondary,yes,no
138256,39,blue-collar,single,unknown,yes,no
143215,70,retired,divorced,secondary,no,no
144976,30,management,single,tertiary,no,no
105089,31,admin.,divorced,secondary,yes,no
137721,37,blue-collar,married,unknown,yes,no
127061,42,management,single,tertiary,yes,no
